sku,year_month,revenue,quantity,unique_customers,avg_discount_pct,avg_unit_price,units_sold,delivered_qty,stock_available,price_unit,promotion_flag,delivery_days,year_month_dt,launch_month,product_age_months,sales_growth_rate,rolling_avg_sales_3m,rolling_avg_sales_6m,consecutive_negative_growth_count,sales_std_dev_3m,coefficient_of_variation,growth_volatility_3m,peak_sales_value,drop_from_peak_percentage,is_peak_month,time_since_peak,sales_momentum,plc_stage,decline_risk_3m,decline_risk_prob,decline_risk_level,decline_reason,recommended_action
yo-014,2023-06,9930.29,1912,725,5.387096774193548,5.224590322580645,4880.0,39840.0,154.88,5.370705645552582,1.0,2.933504529342261,2023-06-01,2022-01-01,17,-0.10029498525073743,5260.666666666667,5108.666666666667,3,330.77081693119493,0.06287621662613006,0.04524482133363072,7382.0,0.33893253860742345,0,12,-0.09043737298348664,Maturity,0,0.0,Low Risk,Sustained negative growth; Negative sales momentum,Increase marketing or bundle offers
yo-009,2023-06,9734.0,1680,660,5.322812051649929,5.2438091822094695,6213.0,41824.0,156.14655172413794,5.175983944376287,1.0,3.039148883331361,2023-06-01,2022-01-01,17,0.09731543624161065,6112.333333333333,5735.666666666667,0,409.3901969189466,0.06697772758667393,0.12964904657110332,6462.0,0.038532961931290625,0,2,0.22111611714535562,Growth,0,0.0,Low Risk,,
re-007,2023-06,11509.36,1826,706,5.032851511169514,5.125433639947437,3835.0,41037.0,155.34632034632034,5.432913547727412,1.0,2.991604026049533,2023-06-01,2022-01-01,17,-0.17277825711820538,4203.333333333333,4630.5,1,404.3566907240849,0.09619905409772045,0.1787381010333822,5406.0,0.2906030336662967,0,8,-0.2928555704789205,Maturity,0,0.0,Low Risk,Negative sales momentum,
re-017,2023-06,8032.52,1540,581,5.066006600660066,5.243125687568757,4136.0,39494.0,158.08675799086757,5.339094737447149,1.0,2.9088768120130912,2023-06-01,2022-01-01,17,-0.2570504760194,4917.333333333333,5100.166666666667,1,724.5290424360737,0.14734186058217336,0.18609084145430357,6012.0,0.3120425815036593,0,3,-0.3596450492022084,Growth,0,0.021076491464102596,Low Risk,Negative sales momentum,
yo-016,2023-06,8235.54,1514,601,5.112179487179487,5.262672275641025,5856.0,39034.0,156.41935483870967,5.315173488750339,1.0,2.9772374655181664,2023-06-01,2022-01-01,17,-0.08557151780137418,6734.0,6543.833333333333,2,1081.4453291775783,0.16059479197766235,0.12548132065959863,7942.0,0.26265424326366155,0,2,0.10808247363655077,Growth,0,0.028106777460449227,Low Risk,,
mi-002,2023-06,7049.34,1235,484,5.078431372549019,5.253116013071895,5446.0,40843.0,158.93832599118943,5.397805204151271,1.0,3.022438530355033,2023-06-01,2022-01-01,17,0.04249617151607965,4595.666666666667,3008.1666666666665,0,1285.3646693967173,0.27969057867484964,0.4076861921484826,5446.0,0.0,1,0,-0.6334743129240872,Growth,0,0.029810239606023754,Low Risk,Negative sales momentum,
re-004,2023-06,9951.710000000001,1869,717,5.150720838794233,5.187780690257754,3399.0,39073.0,160.44859813084113,5.220158036066869,1.0,3.1031123025528067,2023-06-01,2022-01-01,17,-0.18194945848375454,4137.666666666667,4598.166666666667,3,730.1543215877955,0.1764652352181895,0.07431116040721848,5210.0,0.34760076775431864,0,5,-0.03706367951688894,Maturity,0,0.003225437928408226,Low Risk,Sustained negative growth; Negative sales momentum,Increase marketing or bundle offers
yo-018,2023-06,6297.93,1129,465,5.052192066805845,5.2086116910229645,4699.0,40112.0,155.78508771929825,5.292975311906783,1.0,2.995903652396055,2023-06-01,2022-01-01,17,0.06868319308619508,3372.3333333333335,2229.3333333333335,0,2041.9053193851403,0.6054873933137709,1.9217886065357048,4699.0,0.0,1,0,-3.2378790008413265,Growth,0,0.014018025118564916,Low Risk,Negative sales momentum,
mi-008,2023-06,6953.25,1117,444,5.170940170940171,5.1891809116809124,4804.0,37816.0,156.15740740740742,5.3753241572846715,1.0,3.0233519529206805,2023-06-01,2022-01-01,17,0.3717875499714449,3468.6666666666665,2313.0,0,1352.3081502872535,0.38986396798594664,0.17787501374230172,4804.0,0.0,1,0,-0.29583149764760264,Growth,0,0.009266791396084734,Low Risk,Negative sales momentum,
re-025,2023-06,9059.87,1463,564,5.185185185185185,5.202556116722783,3911.0,42205.0,168.31838565022423,5.257155499773698,1.0,3.0674866572185,2023-06-01,2022-01-01,17,-0.19823698236982368,4830.333333333333,5459.5,3,896.4509653814495,0.18558780595848104,0.0343280212098751,6587.0,0.40625474419310764,0,3,-0.05372628436912219,Growth,0,0.05356611693670249,Low Risk,Significant drop from peak sales; Sustained negative growth; Negative sales momentum,Review pricing and promotions; Increase marketing or bundle offers
yo-012,2023-06,10620.58,1928,731,5.129032258064516,5.055675268817205,6347.0,40118.0,160.49775784753362,5.269232865326518,1.0,2.959962042489502,2023-06-01,2022-01-01,17,0.043056696795398475,6252.333333333333,5554.0,0,145.33180427330748,0.023244410770374924,0.0720506372075361,7435.0,0.14633490248823133,0,12,0.08100136082701903,Maturity,0,0.07925430560333105,Low Risk,,
mi-026,2023-06,10663.25,1997,747,5.5417185554171855,5.120790784557908,4007.0,38817.0,153.52293577981652,4.9581729386557765,1.0,3.0460987365125023,2023-06-01,2022-01-01,17,-0.052942566769085375,4053.0,3805.1666666666665,1,160.03749560649973,0.03948618199025407,0.06624899915031647,5942.0,0.3256479299899024,0,11,-0.1320040306813527,Maturity,0,0.019371266454869175,Low Risk,Negative sales momentum,
mi-011,2023-06,6489.43,1220,476,4.404761904761905,4.968665674603175,5711.0,41022.0,159.5219298245614,5.280433751191944,1.0,2.9827216228835183,2023-06-01,2022-01-01,17,0.6303168712532115,4073.3333333333335,2617.6666666666665,0,1439.8667762447096,0.35348611528102525,0.7091895311530934,5711.0,0.0,1,0,0.46498087657589937,Maturity,0,0.03020587315654798,Low Risk,,
re-015,2023-06,10053.23,1747,666,5.259103641456583,5.326947945845005,3899.0,41590.0,158.2034632034632,5.278089474946117,1.0,2.956995812754548,2023-06-01,2022-01-01,17,-0.02427427427427431,4001.6666666666665,4517.0,5,105.61407734451339,0.026392522451773443,0.06913167026138153,5570.0,0.3,0,8,0.0034629520030979855,Maturity,0,0.008577717976368542,Low Risk,Sustained negative growth,Increase marketing or bundle offers
yo-020,2023-06,7945.54,1291,519,4.94475138121547,5.2222529158993245,7255.0,39039.0,158.1447963800905,5.315455318423779,1.0,2.9550250227033583,2023-06-01,2022-01-01,17,-0.05484627410109433,7338.0,5469.166666666667,1,305.08851174700163,0.04157652108844394,0.11619036805140358,7676.0,0.05484627410109432,0,1,-0.1385678609993014,Growth,0,0.0,Low Risk,Negative sales momentum,
yo-005,2023-06,10845.9,2087,780,5.005995203836931,5.209850119904077,6320.0,41705.0,160.09170305676855,5.320381721057369,1.0,2.9216857325165964,2023-06-01,2022-01-01,17,-0.06161841128433554,6346.333333333333,5627.5,1,376.1918836622232,0.05927704453945425,0.09405370026204984,7517.0,0.15923905813489425,0,11,-0.18711974818273125,Maturity,0,0.011193410136019988,Low Risk,Negative sales momentum,
sn-010,2023-06,8028.17,1414,556,4.751712328767123,5.297029109589041,5296.0,41920.0,164.65502183406113,5.163567576039387,1.0,2.8519609131853745,2023-06-01,2022-01-01,17,-0.1260726072607261,5539.333333333333,5164.5,1,451.2309091067826,0.08145942516069009,0.13937676279230965,6060.0,0.12607260726072608,0,1,-0.2777259710007489,Growth,0,0.08467914165771293,Low Risk,Negative sales momentum,
mi-023,2023-06,10100.82,1727,669,5.145429362880886,5.168593028624192,4522.0,39843.0,161.8071748878924,4.930149830030915,1.0,3.0362692540884937,2023-06-01,2022-01-01,17,0.07054924242424243,4240.666666666667,4036.0,0,273.38129660482184,0.06446658464191679,0.06980353548210473,5583.0,0.19004119648934265,0,10,0.008174996951405333,Maturity,0,0.20469526768076646,Low Risk,,
yo-024,2023-06,6519.4,1124,458,5.409663865546219,5.413005952380952,7618.0,42891.0,161.24789915966386,5.30550273413036,1.0,3.164189236151333,2023-06-01,2022-01-01,17,0.3478414720452938,5808.333333333333,3511.1666666666665,0,1736.7850567451733,0.2990160786361848,1.280919681925742,7618.0,0.0,1,0,-0.012447336618966132,Growth,0,0.3202232707570397,Low Risk,Negative sales momentum,
ju-021,2023-06,10198.5,1726,655,5.057471264367816,5.317859195402299,5825.0,41177.0,160.65800865800867,5.280634753233361,1.0,2.9568767060693015,2023-06-01,2022-01-01,17,0.07810475661669436,5339.333333333333,4631.333333333333,0,520.4289897126529,0.09747078094256204,0.040224910454293376,5825.0,0.0,1,0,-0.04987019119123892,Maturity,0,0.46019566607068846,Medium Risk,Negative sales momentum,
mi-022,2023-06,7881.66,1520,590,5.402576489533011,5.142469135802469,4341.0,40460.0,156.33333333333334,5.063339711898917,1.0,3.1069846021118175,2023-06-01,2022-01-01,17,0.05210857973824523,4182.333333333333,4236.333333333333,0,139.3209723384568,0.03331178106442739,0.10108536478120096,4743.0,0.08475648323845668,0,3,0.0408340699343237,Maturity,0,0.4981733512887565,Medium Risk,,
ju-021,2023-07,8917.6,1686,638,5.291970802919708,5.19930900243309,5454.0,42518.0,157.67372881355934,5.070087596838255,1.0,3.0681696765327717,2023-07-01,2022-01-01,18,-0.06369098712446353,5560.666666666667,4881.166666666667,1,230.3352628959203,0.041422238861513055,0.09943917699282982,5825.0,0.06369098712446351,0,1,-0.1417957437411579,Maturity,0,0.0,Low Risk,Negative sales momentum,
yo-012,2023-07,11541.75,2025,772,5.102286401925391,5.253758523866827,5967.0,43066.0,157.9253112033195,5.186743728729259,1.0,2.838539600256158,2023-07-01,2022-01-01,18,-0.05987080510477394,6133.0,5829.833333333333,1,194.49421585230138,0.03171273697249329,0.054215690787804166,7435.0,0.19744451916610625,0,13,-0.10292750190017241,Maturity,0,0.0,Low Risk,Negative sales momentum,
sn-019,2023-07,7859.21,1320,534,5.422661870503597,5.094548860911271,6341.0,40246.0,147.77826086956523,5.213555355423191,1.0,3.043765359766524,2023-07-01,2022-01-01,18,-0.03190839694656489,6201.333333333333,4572.666666666667,1,435.6286644991738,0.07024758081582033,0.1547717826174095,6550.0,0.03190839694656489,0,1,-0.17841636123853066,Growth,0,0.0,Low Risk,Negative sales momentum,
yo-029,2023-07,11394.21,2013,780,5.616844602609727,5.147105575326216,6006.0,42521.0,156.56034482758622,5.36029917519829,1.0,3.138191939730354,2023-07-01,2022-01-01,18,-0.024683338746346206,6086.0,5866.666666666667,1,76.31513611335834,0.012539457133315533,0.028539357770281017,7656.0,0.21551724137931033,0,14,-0.03518547199216171,Maturity,0,0.0,Low Risk,Negative sales momentum,
yo-014,2023-07,10851.77,1937,747,5.258186397984887,5.250448152812762,4685.0,41390.0,157.48695652173913,5.1677893518376745,1.0,3.004730624616235,2023-07-01,2022-01-01,18,-0.03995901639344257,4996.333333333333,5158.333333333333,4,382.9886856466273,0.0766539500260112,0.046053306252049724,7382.0,0.36534814413438094,0,13,0.060335968857294864,Maturity,0,0.0,Low Risk,Sustained negative growth,Increase marketing or bundle offers
yo-024,2023-07,6915.93,1302,495,5.185185185185185,5.333869395711501,7558.0,42353.0,165.7086956521739,5.345698998887653,1.0,3.082967569273373,2023-07-01,2022-01-01,18,-0.007876082961407183,6942.666666666667,4548.666666666667,1,1118.1526431276434,0.16105521074433118,0.20905952204838393,7618.0,0.007876082961407193,0,1,-0.355717555006701,Growth,0,0.0,Low Risk,Negative sales momentum,
yo-020,2023-07,7016.49,1325,522,5.2849264705882355,5.176052389705882,7091.0,42297.0,153.44444444444446,5.231796879367741,1.0,2.9319061228474386,2023-07-01,2022-01-01,18,-0.022605099931082062,7340.666666666667,6456.166666666667,2,301.7620475363556,0.04110826185673721,0.07250966573024668,7676.0,0.07621156852527358,0,2,0.032241174170012266,Growth,0,0.0,Low Risk,,
yo-016,2023-07,8060.4,1538,595,5.346456692913386,5.336438320209973,5636.0,42202.0,157.22553191489362,5.29950563204005,1.0,3.0002107428073423,2023-07-01,2022-01-01,18,-0.037568306010928976,5965.333333333333,6609.666666666667,3,395.5013695720076,0.06629996137215148,0.07994672251444422,7942.0,0.2903550742885923,0,3,0.0480032117904452,Maturity,0,0.0,Low Risk,Sustained negative growth,Increase marketing or bundle offers
re-004,2023-07,10448.95,1798,696,5.040053404539385,5.299740765465065,4357.0,44747.0,162.0746887966805,5.428142797031149,1.0,3.004446205291116,2023-07-01,2022-01-01,18,0.28184760223595173,3970.3333333333335,4456.0,0,504.99240918387477,0.12719143880040504,0.25774108730285833,5210.0,0.1637236084452975,0,6,0.4637970607197063,Maturity,0,0.005473739944060739,Low Risk,,
mi-011,2023-07,6232.59,1207,492,5.407766990291262,5.08723786407767,5977.0,42134.0,157.7872340425532,5.028704910634537,1.0,2.957680967185463,2023-07-01,2022-01-01,18,0.04657678164944845,5063.666666666667,3409.8333333333335,0,1358.1050523922413,0.2682058559131541,0.30850809240355936,5977.0,0.0,1,0,-0.583740089603763,Maturity,0,0.0,Low Risk,Negative sales momentum,
sn-028,2023-07,6700.32,1175,463,5.251572327044025,5.198513277428371,6822.0,42492.0,159.11688311688312,5.27082277676817,1.0,3.000238213370493,2023-07-01,2022-01-01,18,0.27299869378615416,5300.333333333333,3238.3333333333335,0,1551.8319281846643,0.29278006317552313,0.784275233429318,6822.0,0.0,1,0,-0.16759270406330828,Growth,0,0.0,Low Risk,Negative sales momentum,
yo-018,2023-07,5988.89,1148,462,5.388655462184874,5.416323529411764,7736.0,43720.0,157.28099173553719,5.090610525360255,1.0,2.975479474158267,2023-07-01,2022-01-01,18,0.6463077250478826,5610.666666666667,3323.3333333333335,0,1846.7762001209924,0.3291545033485609,1.726965757391041,7736.0,0.0,1,0,0.5776245319616875,Growth,0,0.0,Low Risk,,
mi-023,2023-07,10146.039999999999,1923,715,4.974160206718346,5.216766795865634,4471.0,40821.0,155.16450216450215,5.06580017743192,1.0,3.073878929637665,2023-07-01,2022-01-01,18,-0.011278195488721776,4405.666666666667,4163.333333333333,1,159.38109465470956,0.03617638525869173,0.04506891432416097,5583.0,0.19917607021314707,0,11,-0.08182743791296421,Maturity,0,0.0,Low Risk,Negative sales momentum,
sn-027,2023-07,8583.59,1490,589,5.407830342577488,5.188439369222404,5727.0,42735.0,165.41525423728814,5.093995400163147,1.0,3.102114614912927,2023-07-01,2022-01-01,18,0.24581248640417663,5020.333333333333,4777.166666666667,0,615.9816014568403,0.12269735106370898,0.1377039148233897,5727.0,0.0,1,0,0.2753670568073854,Maturity,0,0.013462891978979756,Low Risk,,
mi-022,2023-07,9440.48,1648,651,5.3478260869565215,5.198942028985507,4764.0,42172.0,163.8340425531915,5.3993613450277484,1.0,2.8725511683392573,2023-07-01,2022-01-01,18,0.09744298548721497,4410.333333333333,4341.833333333333,0,324.6018073476073,0.07360028887029113,0.04310382004261425,4764.0,0.0,1,0,0.04533440574896974,Maturity,0,0.0,Low Risk,,
mi-026,2023-07,10839.36,2011,765,5.049321824907522,5.301301890669954,5166.0,43741.0,160.7136929460581,5.084853297606195,1.0,2.834230392364006,2023-07-01,2022-01-01,18,0.28924382330920895,4468.0,4068.1666666666665,0,614.773942193389,0.13759488410774148,0.17257520769826962,5942.0,0.13059575900370246,0,12,0.3421863900782943,Maturity,0,0.0,Low Risk,,
re-007,2023-07,10473.49,1877,709,5.436507936507937,5.3424140211640205,3632.0,40465.0,154.58928571428572,5.281458104101717,1.0,3.080627366149295,2023-07-01,2022-01-01,18,-0.05293350717079526,4034.3333333333335,4405.0,2,530.8524591007687,0.1315836881188388,0.14722991842210478,5406.0,0.3281539030706622,0,9,0.11984474994741012,Maturity,0,0.0,Low Risk,,
mi-006,2023-07,12014.28,2148,796,5.172004744958482,5.095161130881772,3907.0,41930.0,158.46781115879827,5.194357290116546,1.0,3.060274771806296,2023-07-01,2022-01-01,18,0.10087348548887021,3658.3333333333335,3412.3333333333335,0,215.87341970083753,0.05900867964487586,0.049613271403722625,5796.0,0.3259144237405107,0,14,0.09234833629875938,Maturity,0,0.0,Low Risk,,
mi-008,2023-07,6636.09,1159,456,5.347368421052631,5.170998245614036,5827.0,41861.0,156.83620689655172,5.068577663678832,1.0,3.116663934251296,2023-07-01,2022-01-01,18,0.21294754371357194,4711.0,3083.3333333333335,0,1165.2866600111752,0.24735441732353539,0.23074971977306627,5827.0,0.0,1,0,-0.15884000625787298,Growth,0,0.01864400440118236,Low Risk,Negative sales momentum,
mi-002,2023-07,6278.39,1262,497,5.440613026819923,5.139149106002554,5633.0,40135.0,155.09459459459458,5.23974406656551,1.0,3.013835745383599,2023-07-01,2022-01-01,18,0.03433712816746226,5434.333333333333,3726.6666666666665,0,204.74944037367285,0.03767701166171984,0.36811448377843553,5633.0,0.0,1,0,-0.00815904334861739,Growth,0,0.02379899500908175,Low Risk,Negative sales momentum,
re-025,2023-07,8454.2,1488,599,5.650793650793651,5.1860912698412704,3833.0,42916.0,154.34309623430963,5.348223778988448,1.0,2.908318174316879,2023-07-01,2022-01-01,18,-0.01994374840194324,4207.333333333333,5097.833333333333,4,582.1222666530911,0.13835896054185337,0.09146211952057651,6587.0,0.4180962501897677,0,4,0.17829323396788044,Maturity,0,0.016087923550675853,Low Risk,Significant drop from peak sales; Sustained negative growth,Review pricing and promotions; Increase marketing or bundle offers
yo-005,2023-07,9928.6,1993,749,5.174129353233831,5.081570273631841,5053.0,38568.0,150.92660550458714,5.246685385881364,1.0,3.151527598041974,2023-07-01,2022-01-01,18,-0.20047468354430376,6036.0,5753.5,2,876.2265688735981,0.14516676091345232,0.16358241063225726,7517.0,0.32779034189171213,0,12,-0.13885627225996822,Maturity,0,0.014857175428802934,Low Risk,Negative sales momentum,
sn-030,2023-07,6419.91,1159,449,5.074626865671642,5.15910447761194,5516.0,42161.0,164.21120689655172,5.169580801680797,1.0,3.1425022845579402,2023-07-01,2022-01-01,18,0.31489868891537554,3496.6666666666665,2265.5,0,2444.492653565016,0.699092274613446,2.533776457877171,5516.0,0.0,1,0,-4.070210425333661,Maturity,0,0.009189288866352095,Low Risk,Negative sales momentum,
sn-010,2023-07,8422.8,1510,598,5.61014263074485,5.01681854199683,5772.0,42256.0,161.41949152542372,5.178833888373334,1.0,2.962027623313596,2023-07-01,2022-01-01,18,0.08987915407854974,5709.333333333333,5469.5,0,385.83588912040517,0.06757984979923023,0.14582119826070308,6060.0,0.047524752475247525,0,2,0.21595176133927585,Growth,0,0.0,Low Risk,,
re-017,2023-07,7312.91,1401,545,5.017574692442882,5.315206502636204,3567.0,41613.0,151.84810126582278,5.364479947261289,1.0,2.8991753242544696,2023-07-01,2022-01-01,18,-0.1375725338491296,4423.333333333333,5042.333333333333,2,1030.495188408628,0.232968015465402,0.18316649046745778,6012.0,0.40668662674650696,0,4,0.11947794217027041,Growth,0,0.0027304964539007093,Low Risk,Significant drop from peak sales,Review pricing and promotions
yo-001,2023-07,9994.79,1926,724,5.045103092783505,5.2155025773195876,4049.0,38325.0,151.4794520547945,5.371043716272313,1.0,3.078027596628923,2023-07-01,2022-01-01,18,-0.18938938938938943,4631.666666666667,4907.0,1,509.71495302113294,0.1100500078491111,0.1098175699669844,7234.0,0.4402820016588333,0,12,-0.21907399050256204,Maturity,0,0.0,Low Risk,Significant drop from peak sales; Negative sales momentum,Review pricing and promotions
re-015,2023-07,9707.46,1809,683,5.054869684499314,5.155865340649291,4026.0,43406.0,158.64344262295083,5.4471677291380685,1.0,3.0699427571569697,2023-07-01,2022-01-01,18,0.03257245447550661,3973.6666666666665,4325.5,0,66.38021793676849,0.016705029260154807,0.03386443611086508,5570.0,0.27719928186714543,0,9,0.05684672874978092,Maturity,0,0.002562008469449486,Low Risk,,
sn-013,2023-07,7206.45,1371,526,5.332136445242369,5.239421005385997,6640.0,42096.0,164.59148936170212,5.193097496234783,1.0,3.174772491383655,2023-07-01,2022-01-01,18,0.09570957095709565,6198.333333333333,5291.5,0,391.29059959745126,0.06312835702029329,0.038816634923882196,6640.0,0.0,1,0,0.06771974907414391,Growth,0,0.0032578850819575123,Low Risk,,
yo-003,2023-07,8516.34,1541,600,5.103174603174603,5.133874338624339,5957.0,43431.0,157.56846473029046,5.198426660417576,1.0,3.1040997662312617,2023-07-01,2022-01-01,18,0.06852017937219723,6086.666666666667,6304.0,0,587.3349413523208,0.09649533538099465,0.14981159031195918,7542.0,0.2101564571731636,0,4,0.23989354441381439,Maturity,0,0.0,Low Risk,,
yo-009,2023-07,9830.48,1791,672,4.83983286908078,5.183687325905292,5624.0,42364.0,160.7991266375546,5.245458210106368,1.0,3.1007250338266403,2023-07-01,2022-01-01,18,-0.09480122324159024,5833.0,5803.5,1,329.63767988505265,0.05651254584005703,0.12016801894092723,6462.0,0.12968121324667287,0,3,-0.1921166594832009,Maturity,0,0.0,Low Risk,Negative sales momentum,
mi-026,2023-08,11427.2,2081,787,5.490543735224587,5.127132584712372,4748.0,42844.0,156.0924369747899,5.107886043131987,1.0,2.769208132248567,2023-08-01,2022-01-01,19,-0.0809136662795199,4640.333333333333,4317.666666666667,1,586.9534337009485,0.12648949796012107,0.20611100369350716,5942.0,0.2009424436216762,0,13,-0.37015748958872885,Maturity,0,0.030063731375744744,Low Risk,Negative sales momentum,
yo-024,2023-08,7095.06,1172,459,5.073529411764706,5.35343487394958,5690.0,40808.0,157.77826086956523,5.3396394061034,1.0,3.0960110475342426,2023-08-01,2022-01-01,19,-0.24715533209843876,6955.333333333333,5306.0,2,1096.2213888322624,0.15760874947267264,0.2993912531979918,7618.0,0.25308479915988447,0,2,-0.23927924913703158,Growth,0,0.09854671743439224,Low Risk,Negative sales momentum,
yo-003,2023-08,9357.24,1679,618,5.3293413173652695,5.149286427145709,4740.0,41777.0,154.5732217573222,5.223946751414628,1.0,3.11317792702814,2023-08-01,2022-01-01,19,-0.2042974651670304,5424.0,6106.0,1,622.3929626851519,0.11474796509682005,0.14891965182183084,7542.0,0.3715194908512331,0,5,-0.27281764453922763,Maturity,0,0.248540637586622,Low Risk,Negative sales momentum,
re-025,2023-08,7741.82,1453,579,5.090016366612112,5.232658210583742,4081.0,44491.0,159.95491803278688,5.318117130384783,1.0,3.0780943741335403,2023-08-01,2022-01-01,19,0.06470127837203243,3941.6666666666665,4832.0,0,126.81219710001147,0.03217222759408325,0.13421983633716075,6587.0,0.3804463336875664,0,5,0.08464502677397567,Maturity,0,0.26478704579280027,Low Risk,,
mi-002,2023-08,7053.6,1242,482,5.278330019880715,5.246090125911199,6138.0,44279.0,159.04564315352698,4.966633977254615,1.0,3.050043693018432,2023-08-01,2022-01-01,19,0.08965027516421098,5739.0,4547.666666666667,0,357.9706691895286,0.06237509482305778,0.02985973797023788,6138.0,0.0,1,0,0.05531314699674872,Growth,0,0.4118647838002411,Medium Risk,,
yo-005,2023-08,10588.2,1965,735,5.188916876574307,5.279859361880772,4933.0,43583.0,157.30833333333334,5.087186988822247,1.0,2.908493829591703,2023-08-01,2022-01-01,19,-0.023748268355432423,5435.333333333333,5819.833333333333,3,768.4896442590048,0.1413877672499089,0.09304787109950409,7517.0,0.3437541572435812,0,13,0.17672641518887133,Maturity,0,0.48438441363336937,Medium Risk,Sustained negative growth,Increase marketing or bundle offers
mi-011,2023-08,6044.17,1164,457,5.2196652719665275,5.061558577405858,5721.0,42640.0,153.72083333333333,4.9769953969656795,1.0,3.0502751364429193,2023-08-01,2022-01-01,19,-0.04283085159779154,5803.0,4182.166666666667,1,150.7713500635941,0.02598162158600622,0.3655758183726447,5977.0,0.042830851597791535,0,1,-0.08940763324723999,Maturity,0,0.0,Low Risk,Negative sales momentum,
sn-013,2023-08,7114.63,1276,513,5.468164794007491,5.293202247191012,5452.0,41467.0,152.05128205128204,5.081685301618818,1.0,2.931788543170977,2023-08-01,2022-01-01,19,-0.17891566265060244,6050.666666666667,5729.0,1,594.0549918427865,0.0981800890000198,0.14307041557616065,6640.0,0.1789156626506024,0,1,-0.2746252336076981,Growth,0,0.0,Low Risk,Negative sales momentum,
sn-027,2023-08,8857.12,1651,624,5.052710843373494,5.155043925702811,5100.0,40543.0,155.51315789473685,5.459697775940519,1.0,3.066296303973798,2023-08-01,2022-01-01,19,-0.10948140387637506,5141.333333333333,4865.833333333333,1,566.1327877215148,0.11011400176118676,0.18639074688875962,5727.0,0.10948140387637506,0,1,-0.3552938902805517,Maturity,0,0.0,Low Risk,Negative sales momentum,
mi-023,2023-08,10048.3,1851,716,5.256241787122208,5.23642247043364,4555.0,41738.0,158.03030303030303,5.286649830577606,1.0,3.0909805549202387,2023-08-01,2022-01-01,19,0.01878774323417587,4516.0,4325.333333333333,0,42.32020793899894,0.0093711709342336,0.04139030294060892,5583.0,0.18413039584452803,0,12,0.030065938722897645,Maturity,0,0.0,Low Risk,,
ju-021,2023-08,9920.75,1686,661,5.421940928270042,5.219088138771683,4434.0,43103.0,158.836820083682,5.110362460238102,1.0,3.029495918659939,2023-08-01,2022-01-01,19,-0.187018701870187,5237.666666666667,5079.166666666667,2,720.2918390023123,0.13752151193323597,0.13266889010336663,5825.0,0.23879828326180258,0,2,-0.12332771474572346,Maturity,0,0.0,Low Risk,Negative sales momentum,
mi-022,2023-08,8971.44,1531,581,5.365853658536586,5.253813008130081,4589.0,42156.0,157.71186440677965,5.429706430460289,1.0,3.055224645648942,2023-08-01,2022-01-01,19,-0.036733837111670886,4564.666666666667,4440.5,1,212.54724964895033,0.04656358616524397,0.06825394139911144,4764.0,0.036733837111670865,0,1,-0.13417682259888586,Maturity,0,0.002730496453900709,Low Risk,Negative sales momentum,
yo-020,2023-08,8026.54,1323,497,4.666666666666667,5.347007936507937,4634.0,41644.0,157.6812227074236,5.33053835134445,1.0,3.0528342756307896,2023-08-01,2022-01-01,19,-0.34649555774925966,6326.666666666667,6627.0,3,1468.1840257043168,0.2320628070133272,0.17842076982515873,7676.0,0.3963001563314226,0,3,-0.3238904578181776,Growth,0,0.005473739944060739,Low Risk,Sustained negative growth; Negative sales momentum,Increase marketing or bundle offers
yo-001,2023-08,11226.13,1839,716,5.182291666666667,5.096174045138889,4038.0,41540.0,159.9051724137931,5.215912880828761,1.0,2.9613966458227026,2023-08-01,2022-01-01,19,-0.002716720177821652,4360.666666666667,4777.166666666667,2,549.3763130435602,0.1259844778421251,0.11824405860104982,7234.0,0.4418025988388167,0,13,0.18667266921156778,Maturity,0,0.0,Low Risk,Significant drop from peak sales,Review pricing and promotions
sn-010,2023-08,7352.77,1364,526,5.231729055258467,5.2168523469994055,5132.0,41481.0,157.4655172413793,5.133150371916221,1.0,2.9572286129483505,2023-08-01,2022-01-01,19,-0.11088011088011085,5400.0,5471.0,1,332.4334519870107,0.06156175036796494,0.12053371425907597,6060.0,0.15313531353135312,0,3,-0.2007592649586606,Growth,0,0.0,Low Risk,Negative sales momentum,
re-015,2023-08,10148.54,1859,704,5.305444887118194,5.281372288623285,3792.0,42659.0,159.88702928870293,5.3852333539389425,1.0,3.1426277977478416,2023-08-01,2022-01-01,19,-0.058122205663189264,3905.6666666666665,4105.666666666667,1,117.14236352973651,0.02999292400693092,0.04583076551570551,5570.0,0.3192100538599641,0,10,-0.09069466013869587,Maturity,0,0.0,Low Risk,Negative sales momentum,
yo-018,2023-08,6477.45,1181,461,5.262054507337526,5.212388190076869,5991.0,41935.0,157.92640692640694,5.263407459565441,1.0,3.0263551673668143,2023-08-01,2022-01-01,19,-0.2255687693898656,6142.0,4164.333333333333,1,1524.120402068025,0.24814724878997477,0.4435468669145021,7736.0,0.22556876938986556,0,1,-0.8718764944377482,Growth,0,0.0,Low Risk,Negative sales momentum,
mi-008,2023-08,6169.12,1236,482,5.088582677165355,5.047862532808399,5921.0,40726.0,161.3849557522124,4.929676785369898,1.0,3.0577412591138295,2023-08-01,2022-01-01,19,0.01613180024026084,5517.333333333333,3899.3333333333335,0,619.5501055873798,0.11229158511129407,0.17816546465940214,5921.0,0.0,1,0,-0.1968157434733111,Growth,0,0.0,Low Risk,Negative sales momentum,
